image_path,text_snippet,tag_abstract,ed_level_primary,religious_participation,audio_path,time_series_data,survey_anxiety,survey_control,survey_hope
data/images/voice_smaller.jpg,"I've learned to make my voice smaller in public spaces, to apologize for existing. Poverty taught me that my presence is an inconvenience to others.","Internalized Oppression/Identity Erosion","High School","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [450,460,440,455,445,465,450,460,445,455,450,460]}",5,1,1
data/images/daughter_question.jpg,"My daughter asked why we can't have what other families have, and I had to explain that it's not because we're bad people, but the words felt hollow even as I said them.","Intergenerational Shame/Identity Formation","No Diploma","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [380,390,370,385,375,395,380,390,375,385,380,390]}",4,2,2
data/images/dignity_math.jpg,"I catch myself calculating the cost of every human interaction—can I afford to be friendly, to accept help, to show vulnerability? The math of dignity is exhausting.","Cognitive Load/Dignity Calculation","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [520,530,510,525,515,535,520,530,515,525,520,530]}",5,1,1
data/images/time_circles.jpg,"Time doesn't move forward for us; it circles. Every month is the same impossible choices, the same calculations, the same fear. We're trapped in a loop of survival.","Temporal Entrapment/Chronicity","High School","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [600,610,590,605,595,615,600,610,595,605,600,610]}",5,1,1
data/images/invisible_labor.jpg,"I've become a master of invisible labor—the hours spent on hold, the bus rides to offices that close before I arrive, the paperwork that requires paperwork. This work has no name and no value.","Invisible Labor/Time Theft","No Diploma","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [550,560,540,555,545,565,550,560,545,555,550,560]}",4,2,2
data/images/children_wait.jpg,"My children are learning that time is not theirs. They wait. They adapt. They understand that their needs are secondary to the system's schedule.","Intergenerational Time Poverty","High School","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [480,490,470,485,475,495,480,490,475,485,480,490]}",5,1,1
data/images/hope_dangerous.jpg,"Hope has become dangerous. Every time I let myself imagine a different future, the crash back to reality is more devastating. I've learned to kill my own dreams preemptively.","Hope Suppression/Cognitive Protection","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [500,510,490,505,495,515,500,510,495,505,500,510]}",5,1,1
data/images/prayer_resignation.jpg,"I pray for strength, but I also pray for the strength to accept that this might be all there is. Faith and resignation have become the same prayer.","Spiritual Dissonance/Resigned Faith","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [300,310,290,305,295,315,300,310,295,305,300,310]}",4,2,3
data/images/god_plan.jpg,"The church tells me God has a plan, but I look at my children and wonder what kind of plan requires them to go hungry. The cognitive dissonance is crushing.","Religious Cognitive Dissonance","High School","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [350,360,340,355,345,365,350,360,345,355,350,360]}",5,2,2
data/images/performance_violence.jpg,"Every interaction with a system is designed to make me prove I'm human enough to deserve help. I perform desperation, I perform gratitude, I perform worthiness. The performance is the violence.","Institutional Violence/Performativity","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [580,590,570,585,575,595,580,590,575,585,580,590]}",5,1,1
data/images/trauma_currency.jpg,"I've learned that my trauma is currency. To access resources, I must narrate my suffering in ways that make others comfortable. My pain becomes a story for their consumption.","Trauma Commodification/Systemic Exploitation","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [540,550,530,545,535,555,540,550,535,545,540,550]}",5,1,1
data/images/case_study.jpg,"The social worker's tone shifts when she sees my file. I can hear the judgment in her voice—not enough, too much, wrong choices. I've become a case study, not a person.","Dehumanization/Institutional Objectification","No Diploma","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [560,570,550,565,555,575,560,570,555,565,560,570]}",5,1,1
data/images/grandmother_hands_deep.jpg,"My grandmother's hands show the same exhaustion I see in mine. We're three generations of women who've learned that rest is a luxury we can't afford. The pattern is the inheritance.","Intergenerational Exhaustion/Pattern Recognition","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [320,330,310,325,315,335,320,330,315,325,320,330]}",4,2,3
